200,200,100,100,2
200,300,100,100,2
200,400,100,100,2
200,500,100,100,2
300,600,100,100,2
300,500,100,100,2
300,400,100,100,2
300,300,100,100,2
300,200,100,100,2
200,600,100,100,2
400,600,100,100,2
400,500,100,100,2
400,400,100,100,2
400,300,100,100,2
400,200,100,100,2
500,200,100,100,2
500,300,100,100,2
500,400,100,100,2
500,500,100,100,2
500,600,100,100,2
600,600,100,100,2
600,500,100,100,2
600,400,100,100,2
600,300,100,100,2
600,200,100,100,2
700,400,100,100,2
800,400,100,100,2
900,400,100,100,2
1000,400,100,100,2
1100,400,100,100,2
1100,500,100,100,2
1100,600,100,100,2
1100,700,100,100,2
1100,800,100,100,2
400,700,100,100,2
400,800,100,100,2
500,800,100,100,2
600,800,100,100,2
700,800,100,100,2
800,800,100,100,2
900,800,100,100,2
1000,800,100,100,2
1100,900,100,100,2
1100,1000,100,100,2
1100,1100,100,100,2
1100,1200,100,100,2
1100,1300,100,100,2
200,1700,100,100,2
200,1600,100,100,2
200,1500,100,100,2
200,1400,100,100,2
200,1300,100,100,2
300,1300,100,100,2
400,1300,100,100,2
300,1400,100,100,2
300,1500,100,100,2
300,1600,100,100,2
300,1700,100,100,2
400,1700,100,100,2
400,1600,100,100,2
400,1500,100,100,2
400,1400,100,100,2
500,1400,100,100,2
500,1300,100,100,2
500,1500,100,100,2
500,1600,100,100,2
500,1700,100,100,2
600,1300,100,100,2
700,1300,100,100,2
800,1300,100,100,2
900,1300,100,100,2
1000,1300,100,100,2
1300,1300,100,100,2
1200,800,100,100,2
1300,800,100,100,2
1400,700,100,100,2
1400,800,100,100,2
1500,800,100,100,2
1500,700,100,100,2
1600,800,100,100,2
1600,700,100,100,2
1400,1300,100,100,2
1500,1300,100,100,2
1600,1300,100,100,2
1600,1400,100,100,2
1600,1500,100,100,2
1500,1500,100,100,2
1500,1600,100,100,2
1600,1600,100,100,2
1500,1700,100,100,2
1600,1700,100,100,2
1400,1700,100,100,2
1300,1700,100,100,2
1300,1600,100,100,2
1300,1400,100,100,2
1400,1400,100,100,2
1400,1500,100,100,2
1300,1500,100,100,2
1400,1600,100,100,2
1500,1400,100,100,2
1400,600,100,100,2
1500,600,100,100,2
1600,600,100,100,2
1400,500,100,100,2
1500,500,100,100,2
1600,500,100,100,2
1500,400,100,100,2
1400,400,100,100,2
1600,400,100,100,2
1600,900,100,100,2
1600,1000,100,100,2
1600,1100,100,100,2
1600,1200,100,100,2
